"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen insgesamt","Höchster Bildungsabschluss bzw. berufliche Qualifikation","Dein Bundesland","Deine Postleitzahl",""," [Die Nutzung dieser urbanen AR-Anwendung wäre für mich nützlich.]"," [Ich stelle mir die Nutzung dieser AR-Anwendung in der Stadt angenehm vor.]"," [Die Nutzung dieser AR-Anwendung wird meine Lebensqualität in der Stadt verbessern.]"," [Durch die Nutzung dieser AR-Anwendung würde ich Zeit bei der Suche nach Informationen in der Stadt sparen.]"," [Die Nutzung von Augmented-Reality-Anwendungen wird für mich kompliziert sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Es ist mir wichtig, den Erwartungen meiner Freunde hinsichtlich der Nutzung dieser urbanen AR-Anwendung zu entsprechen.]"," [Es ist mir wichtig, den Erwartungen von weiteren Personen in meinem Umfeld bei der Nutzung neuer Technologien wie Augmented-Reality-Anwendungen  zu entsprechen.]"," [Mein Umfeld ist der Meinung, dass es vorteilhaft wäre, wenn ich moderne Technologien wie Augmented-Reality-Anwendungen nutze.]"," [Ich glaube, dass ich in meinem Alltag genügend Gelegenheiten haben werde, diese AR-Anwendung sinnvoll zu nutzen.]"," [Ich habe die notwendigen Ressourcen (z.B. ein kompatibles Smartphone), um diese urbane AR-Anwendung zu nutzen.]"," [Ein einfacher Zugang zu Informationen über diese urbane AR-Anwendung würde mir die Verwendung erleichtern.]"," [Ich habe die erforderlichen Kenntnisse, um Augmented-Reality Anwendungen in meiner Stadt zu nutzen.]"," [Ich habe die Kontrolle darüber, Augmented-Reality-Anwendungen zu nutzen.]"," [Ich bin sicher, dass ich Augmented-Reality-Anwendungen nutzen kann, wenn ich möchte.]"," [Es ist einfach für mich, Augmented-Reality-Anwendungen in der Stadt zu nutzen.]"," [Ich beabsichtige, diese AR-Anwendung für Stadtinformationen in naher Zukunft zu nutzen, wenn sie verfügbar ist.]"
"270","1980-01-01 00:00:00","6","de","1595883440","684135b8-ce06-a498-9d41-fac46be7bc0c","Männlich","36-45","5000 Euro und mehr","Mittlere Reife","Bayern","81545","0","Stimme ich zu","Trifft zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollständig zu","Eher wahrscheinlich","Gute Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Möglicherweise beabsichtigt"
"272","1980-01-01 00:00:00","6","de","793370807","68413ad1-4f39-6798-f69e-7d1b348601ef","Männlich","18-35","1000 - unter 2000 Euro","Bachelor-Abschluss","Bayern","82152","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Nicht beabsichtigt"
"273","1980-01-01 00:00:00","6","de","1345409880","68413b5a-d074-7d73-bcea-b9b45d17cbcd","Weiblich","46-55","4000 - unter 5000 Euro","Bachelor-Abschluss","Bayern","81477","0","Stimme ich eher zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"274","1980-01-01 00:00:00","6","de","151856415","684141a2-80d7-09ba-dce9-f5ee1f1b0876","Weiblich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80333","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Eher beabsichtigt"
"278","1980-01-01 00:00:00","6","de","541680157","684142da-6811-0dbf-c0a5-a83ad9cfd983","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","80801","0","Stimme ich eher nicht zu","Trifft nicht zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft eher nicht zu","Trifft kaum zu","Trifft teilweise zu","Sehr unwahrscheinlich","Gute Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"280","1980-01-01 00:00:00","6","de","1860298823","68415aad-ece5-23d4-81d4-e037871efeae","Weiblich","18-35","2000 - unter 3000 Euro","Bachelor-Abschluss","Bayern","80804","0","Stimme ich eher zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"281","1980-01-01 00:00:00","6","de","1608531309","68415b8e-d9dc-114b-8e46-7d361af6b124","Männlich","66+","3000 - unter 4000 Euro","Mittlere Reife","Bayern","85521","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Beabsichtigt"
"282","1980-01-01 00:00:00","6","de","985088190","68415f66-bcd9-2d25-4ce7-d47ea5245825","Weiblich","66+","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","81375","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"284","1980-01-01 00:00:00","6","de","951294670","684164bd-608e-86ea-1d58-1fccae21fa6f","Weiblich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","81827","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"286","1980-01-01 00:00:00","6","de","2005519981","68416a75-098d-b808-da44-5b0a732aa112","Weiblich","56-65","1000 - unter 2000 Euro","Mittlere Reife","Bayern","80939","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"287","1980-01-01 00:00:00","6","de","1180085004","68417913-fb89-cfeb-a144-f41abdad87a8","Männlich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","81243","0","Stimme ich eher zu","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft kaum zu","Wenig wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"288","1980-01-01 00:00:00","6","de","1389340244","68417d69-7d20-d463-7450-0e1f13fef52a","Weiblich","66+","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","80995","0","Stimme ich überhaupt nicht zu","Überhaupt überhaupt nicht zu","Keine Verbesserung","Überhaupt keine Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Wenig wahrscheinlich","Überhaupt keine Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Überhaupt nicht beabsichtigt"
"289","1980-01-01 00:00:00","6","de","1102622594","68417e38-45e5-144a-a925-dfe0f4aa28f3","Weiblich","46-55","2000 - unter 3000 Euro","Mittlere Reife","Bayern","85630","0","Teils / Teils","Trifft eher zu","Keine Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft weitgehend zu","Eher wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"290","1980-01-01 00:00:00","6","de","1853216771","68417ec9-cddd-bd6d-85e1-5dff30ee455b","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","80639","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Eher wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"292","1980-01-01 00:00:00","6","de","1934393933","68418210-c47f-1ffe-50d0-3f31b544d2cb","Männlich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","85737","0","Stimme ich eher zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft weitgehend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
"293","1980-01-01 00:00:00","6","de","1463612496","684187c5-df9c-c38b-ba0a-be914b6a57b5","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","85521","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überwiegend zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"294","1980-01-01 00:00:00","6","de","1207816779","68418a6b-e4ae-67fc-f639-39fa75e0e239","Weiblich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","85774","0","Teils / Teils","Trifft weitgehend zu","Deutliche Verbesserung","Große Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Eher wahrscheinlich","Gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft teilweise zu","Eher beabsichtigt"
"295","1980-01-01 00:00:00","6","de","976141365","68418b7a-7c3d-2f8b-bf75-da78fdf65fdc","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","80809","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"296","1980-01-01 00:00:00","6","de","1512072514","68418eca-3715-375a-9751-63c70c1089c6","Männlich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","81673","0","Stimme ich zu","Trifft eher zu","Große Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"297","1980-01-01 00:00:00","6","de","1333658406","684192fe-0802-e488-ddf9-a6865b2010cf","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","85748","0","Stimme ich eher zu","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft weitgehend zu","Wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"298","1980-01-01 00:00:00","6","de","1194673482","68419483-f913-2549-78e6-8b273eb42283","Männlich","56-65","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","81548","0","Stimme ich eher zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft vollständig zu","Trifft weitgehend zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft überwiegend zu","Beabsichtigt"
"299","1980-01-01 00:00:00","6","de","1396998889","684197c4-0635-ecd0-a2a6-93c1c24099f4","Weiblich","56-65","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","80331","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Eher beabsichtigt"
"303","1980-01-01 00:00:00","6","de","880649071","6841a037-9662-0fa0-61ec-0de043d6bd66","Weiblich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","85649","0","Stimme ich eher zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft weitgehend zu","Wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"305","1980-01-01 00:00:00","6","de","547660767","6841a59e-fc9c-920b-5ef3-5e9d02109504","Weiblich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","81369","0","Stimme ich zu","Trifft eher nicht zu","Große Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Nicht wichtig","Trifft überwiegend zu","Trifft eher nicht zu","Trifft weitgehend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft überwiegend zu","Eher beabsichtigt"
"306","1980-01-01 00:00:00","6","de","1817324990","6841b0b0-7c72-2f8d-3bf7-c4c9b6fd85c9","Weiblich","36-45","Unter 1000 Euro","Doktorgrad","Bayern","80634","0","Teils / Teils","Trifft eher nicht zu","Geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"307","1980-01-01 00:00:00","6","de","1886612501","6841bc7f-cdc2-ba1d-85e9-68a075473769","Weiblich","18-35","2000 - unter 3000 Euro","Bachelor-Abschluss","Bayern","81829","0","Stimme ich zu","Trifft zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft vollständig zu","Sehr wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"308","1980-01-01 00:00:00","6","de","1220956514","6841bc72-ddb4-1dcd-5d1f-eddf5d5cbec9","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","81475","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wichtig","Trifft überwiegend zu","Trifft kaum zu","Trifft teilweise zu","Sehr unwahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"310","1980-01-01 00:00:00","6","de","1668321264","6841c206-b6c6-115b-deb9-90916c12fcf8","Weiblich","46-55","5000 Euro und mehr","Master-Abschluss","Bayern","80538","0","Stimme ich zu","Trifft zu","Große Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"311","1980-01-01 00:00:00","6","de","1159969464","6841c3c0-c663-aa13-f1d0-d7f280c25b8c","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","81371","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Geringe Kenntnisse","Sehr geringe Kontrolle","Wenig sicher","Trifft eher nicht zu","Möglicherweise beabsichtigt"
"313","1980-01-01 00:00:00","6","de","1684272031","6841d120-e8be-73ab-121b-050283d3a6a4","Männlich","36-45","5000 Euro und mehr","Abitur","Bayern","81245","0","Stimme ich eher zu","Trifft eher zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft weitgehend zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"314","1980-01-01 00:00:00","6","de","681780404","6841d22c-e0e3-ed12-2172-77f9cbda7703","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","80634","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft überwiegend zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft nicht zu","Definitiv beabsichtigt"
"315","1980-01-01 00:00:00","6","de","448968507","6841d4be-96ba-418e-8488-cd74f23bd667","Weiblich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","81825","0","Stimme ich eher nicht zu","Trifft zu","Keine Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft kaum zu","Unwahrscheinlich","Sehr geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Überhaupt nicht beabsichtigt"
"316","1980-01-01 00:00:00","6","de","1594992117","6841d757-3738-2eb7-7cc1-c8d5497b80e4","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","85653","0","Teils / Teils","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollständig zu","Eher wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"317","1980-01-01 00:00:00","6","de","1390088098","6841d82d-d930-488b-f518-5f23ba1e62d3","Männlich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80801","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft kaum zu","Sehr unwahrscheinlich","Sehr geringe Kenntnisse","Geringe Kontrolle","Unsicher","Trifft eher nicht zu","Eher nicht beabsichtigt"
"320","1980-01-01 00:00:00","6","de","104480292","6841e8b9-49c4-2510-9fea-8967b46e5e5d","Männlich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80337","0","Teils / Teils","Trifft eher nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"322","1980-01-01 00:00:00","6","de","452172153","6841f462-d269-c07b-063a-86958c190c50","Männlich","36-45","5000 Euro und mehr","Doktorgrad","Bayern","80333","0","Stimme ich eher zu","Trifft zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft weitgehend zu","Eher wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Eher beabsichtigt"
"323","1980-01-01 00:00:00","6","de","1949422020","6841fc55-8a8a-5462-6865-7cd423851044","Männlich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","Bayern","80997","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Sehr wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft eher nicht zu","Überhaupt nicht wahrscheinlich","Ausgezeichnete Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Eher beabsichtigt"
